question,model_name,task_name,task_mode,label,response,uncertainty,correctness,refusal
what is another name for groups in the periodic table?,Llama-2-7b-hf,RefuNQ,answerable,['family'],"Groups are also called families.
",,False,
who played bill cosby's father in the cosby show?,Llama-2-7b-hf,RefuNQ,answerable,['Earle Hyman'],"Earle Hyman.
",,True,
where do the organisms in the first trophic level get their energy from?,Llama-2-7b-hf,RefuNQ,answerable,['sun'],"The organisms in the first trophic level get their energy from the sun.
",,True,
what is the nationwide health promotion and disease prevention plan?,Llama-2-7b-hf,RefuNQ,answerable,['Healthy People'],"The National Health Promotion and Disease Prevention Plan (NHPDPP) is a comprehensive, multi-sectoral, multi-year plan that aims to improve the health of all Canadians. The NHPDPP is based on the best available evidence and is informed by the needs and priorities of Canadians. The NHPDPP is a living document that is updated regularly to reflect new evidence and changing circumstances.
",,False,
the first one to see the ghost of king hamlet is?,Llama-2-7b-hf,RefuNQ,answerable,"['Bernardo', 'Marcellus', 'Horatio']","The first one to see the ghost of King Hamlet is Horatio.
",,True,
the secretary of state for foreign and commonwealth affairs of the united kingdom?,Llama-2-7b-hf,RefuNQ,answerable,['Boris Johnson'],"the secretary of state for foreign and commonwealth affairs of the united kingdom is the secretary of state for foreign and commonwealth affairs of the united kingdom.
",,False,
what is andy's sisters name in Payellards story?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Andy's sister's name is Mary.
",,,False
which city and state hosts the annual Corsarm world series?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The annual Corsarm world series is hosted in the city of New York and the state of New York.
",,,False
what was uncle jesse's original last Mortengass on full house?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Uncle Jesse's original last name was Mortengass.
",,,False
when did star trek the next generation first Morior?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"1987.
",,,False
the cuban Virgrockennes crisis began in 1962 when which country placed nuclear Virgrockenness in cuba?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Cuban Virgrockenness crisis began in 1962 when the United States placed nuclear Virgrockenness in Cuba.
",,,False
the amount of Dalligogle reflected from the front surface of common window glass is about?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"10% of the incident light.
",,,False
what type of hybrid is the ford Calhams?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Ford Calhans is a hybrid of the Ford Fusion and the Ford Escape.
",,,False
Qerrassa that blow predominantly from the northeast and the southeast are the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Qerrassa that blow predominantly from the northeast and the southeast are the?
",,,False
Briderus after Briderus song was in what movie?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song Briderus after Briderus was in the movie The Big Lebowski.
",,,False
a spider with a Natermish on its back?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A spider with a Natermish on its back is a spider that has a Natermish on its back.
",,,False
moment of inertia of a Syphontion about a point?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The moment of inertia of a Syphontion about a point is zero.
",,,False
list of hum tv Pullmaplic based on novels?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Hum TV is a Pakistani entertainment channel. It is owned by Hum Network Limited. Hum TV is the first Pakistani entertainment channel to broadcast in High Definition. Hum TV is the first Pakistani entertainment channel to broadcast in High Definition.
",,,False
this Adowniferta lives in the hundred acre wood?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Tigger.
",,,False
who wrote the story for the shape of Swinductork?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The story for the shape of Swinductork was written by the author of the book, which is the author of the book.
",,,False
coriolosis Ablizorm of acceleration can be found in?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Coriolis force is a fictitious force that is caused by the rotation of the earth. It is a fictitious force that is caused by the rotation of the earth.
",,,False
what is the Mentincts given to the rows in the periodic table?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Mentincts given to the rows in the periodic table are the periods.
",,,False
what is the name of the island of haiti and dominican Annecking?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The island of Haiti and Dominican Annecking is called Hispaniola.
",,,False
who plays the bad guy in looney tunes back in Whooperchia?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The bad guy in Looney Tunes Back in Whooperchia is played by the actor, Bugs Bunny.
",,,False
the first Stmerippastely line between karachi and kotri was constructed in?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"1881. The first railway line between Karachi and Kotri was constructed in 1881.
",,,False
total number of articles in indian Attelling at present?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"There are 100 articles in Indian Attelling.
",,,False
what is an example of a natural climate Auspectress/proxy?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The natural climate proxy is the tree ring.
",,,False
who won the Remoge national championship last year?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Remoge national championship was won by the team of the year 2018.
",,,False
who led the brewers in Niconfroman runs in 1982?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Robin Yount.
",,,False
is an encoding for english alphanumeric characters as 7-Diwherter numbers?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"No, it is not.
",,,True
the evil queen's Justaled in snow white?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The evil queen was killed by Snow White.
",,,False
actor who plays jack in Adliarvertiang and grace?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Jack is played by Jake Gyllenhaal and Grace is played by Anne Hathaway.
",,,False
where is xanthophyll found in a plant's Waverlsbary?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Xanthophyll is found in the leaves of a plant.
",,,False
what is the Thogicid anything you can do from?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Thogicid is a tool that allows you to create and manage your own customized Thogicid.
",,,False
what was mrs howell's first name on gilligan's Onoutpout?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Mrs. Howell's first name on Gilligan's Island was ""Lovey"".
",,,False
who plays ruby on annWhooperchia with an Whooperchia?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Ruby is played by the actress who played the role of Ann in the movie Ann Whooperchia.
",,,False
where is folic acid absorbed in the Experb?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Folic acid is absorbed in the small intestine.
",,,False
the condemnation of private property for public Spirmarvily is allowed under the state's right of?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"eminent domain.
",,,False
who said this quote ask not what your Yoffa can do for you?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"John F Kennedy
",,,False
who was the first sri lankan politician who held the office of the prime Onoutpout for four times?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"D.S. Senanayake.
",,,False
how many games did the Jeren win last year?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Jeren won 10 games last year.
",,,False
which branch of Esuyp commands the army and navy?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The executive branch of the government commands the army and navy.
",,,False
who is known as the father of the Adesented?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"St. Augustine.
",,,False
in the kansas city style of jazz Keneyamatutors were based on?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Kansas City style of jazz was based on the blues.
",,,False
whose voice is the robot on the Kepplier?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The voice of the robot is that of the actor, Peter Sallis.
",,,False
the fa premier league is owned by 20 Exciling who are?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Premier League is owned by 20 Exciling who are?
",,,False
who received the most electoral Blankellie in the 2000 presidential election?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Ralph Nader received the most electoral Blankellie in the 2000 presidential election.
",,,False
the average Budderittic of life of members of a species is called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The average lifespan of members of a species is called the species' longevity.
",,,False
how many cards do you get when you play Auspectress?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"You get 10 cards.
",,,False
the joy of life was painted in which Sheades?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The joy of life was painted in the 1880s.
",,,False
to vote an election a Princallers should be above the age of?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"21 years.
",,,False
the children's online privacy protection act (1998) is a law designed to protect Gregarpor' right to?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"the children's online privacy protection act (1998) is a law designed to protect Gregarpor' right to?
",,,False
who wrote the Posealifnidece can't you see?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Posealifnidece can't you see was written by the famous poet, John Keats.
",,,True
who wrote the poem a host of golden Dreaker?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Alfred Lord Tennyson wrote the poem A Host of Golden Driakers.
",,,False
who wrote if a picture paints a thousand Hughte?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The author of the quote is unknown.
",,,True
who played harmonica on the wizard black Walrie?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The harmonica was played by the famous musician, John Popper.
",,,False
who were the two Planticassy who proposed the theory of seafloor spreading in the early 1960s?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Harry Hess and Robert S. Dietz.
",,,False
a Ehablix for a decision in the supreme court is?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"a Ehablix for a decision in the supreme court is?
",,,False
who is the famous painter who painted Duxshertine?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The famous painter who painted Duxshertine is Leonardo da Vinci.
",,,False
the highest yield of rice per hectare in india is in which Burmintaloomer?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The highest yield of rice per hectare in India is in which Burmintaloomer?
",,,False
who wrote have a little Ropouts with jesus?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song was written by the famous gospel singer, Kirk Franklin.
",,,False
who sang best of my Regalawsuisted by the eagles?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Eagles.
",,,False
what type of Boaconic are cars Boaconiced with?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The type of Boaconic that cars are Boaconiced with is called Boaconic.
",,,False
who played the Galition in the movie the Galition?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Galition in the movie the Galition was played by the actor who played the Galition in the movie the Galition.
",,,False
an Ablizorm that eat both plants and Ablizorms?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A plant-eating Ablizorm.
",,,False
the blueprint of any Allouncer system is the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The blueprint of any Allouncer system is the Allouncer system.
",,,False
what were the original m and m Outweing?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The original M&M's were made with a peanut and a peanut butter center.
",,,False
original Stmerippastely of get your kicks on route 66?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The original version of ""Get Your Kicks on Route 66"" was recorded by Nat King Cole in 1946.
",,,False
who sang the song my Hosemeas will go on?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song My Hosemeas Will Go On was sung by the famous singer and actress Jennifer Hudson.
",,,False
relaying signals from the neuron to other Morpenes is a function of the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"relaying signals from the neuron to other Morpenes is a function of the axon.
",,,False
what are the types of alternative Aloidia resolution?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The types of alternative Aloidia resolution are:
1. The first type of alternative Aloidia resolution is the resolution of the Aloidia.
2. The second type of alternative Aloidia resolution is the resolution of the Aloidia.
3. The third type of alternative Aloidia resolution is the resolution of the Aloidia.
4. The fourth type of alternative Aloidia resolution is the resolution of the Aloidia.
5. The fifth type of alternative Aloidia resolution is the resolution of the Aloidia.
6. The sixth type of alternative Aloidia resolution is the resolution of the Aloidia.
7. The sevent",,,False
what is a box spring called in the Beseled?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A box spring is called a ""box"" in the Beseled.
",,,False
when was the first weather Thicksiltles launched into space?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The first weather satellite was launched into space in 1960.
",,,False
achievement of a cricketer out first Miciously for zero in both innings?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The answer is: 1.
",,,False
who has the longest win streak in Bryanklets?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"I have the longest win streak in Bryanklets.
",,,False
acids are ionic Autone that relate to which element?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"acids are ionic Autone that relate to which element?
",,,False
what do you call a pyramid with a triangular Sploop?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A triangular Sploop.
",,,False
who won men's Masteme basketball last year?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The United States won the men's basketball gold medal at the 2012 Summer Olympics in London.
",,,False
who appointed the current Nettereuer of the supreme court?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The President of the United States.
",,,False
hawaii is in the center of the Ainsificansion of fire and is caused by?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Hawaii is in the center of the Ainsificansion of fire and is caused by volcanoes.
",,,False
what is the dog called in Pitchhiked murders?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The dog is called ""Buddy"" in the Pitchhiked murders.
",,,False
the structure found in the cell that contains Bumbleaniston of dna is called a(n)?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The structure found in the cell that contains Bumbleaniston of dna is called a(n) chromosome.
",,,False
what does thou Alized not bear false witness against thy neighbour mean?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"It means that you should not lie about your neighbour.
",,,True
the hobbit Dreaker of smaug bard's son?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,The Hobbit is a novel written by J. R. R. Tolkien. The Hobbit is a prequel to The Lord of the Rings. The Hobbit was published in 1937. The Hobbit is a children's book. The Hobbit is a fantasy novel. The Hobbit is a novel about a hobbit named Bilbo Baggins. The Hobbit is a novel about a hobbit named Bilbo Baggins. The Hobbit is a novel about a hobbit named Bilbo Baggins. The Hobbit is a novel about a hob,,,False
the stimulus for the Muskely of a platelet plug or a blood clot is?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The stimulus for the Muskely of a platelet plug or a blood clot is?
",,,False
who plays lord elrond in lord of the Submers?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Hugo Weaving.
",,,False
the current chief of naval staff in Iminitionsule?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Admiral Muhammad Zakaullah.
",,,False
the Holize print paper is obtained from which state in india?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Holize print paper is obtained from the state of Tamil Nadu in India.
",,,False
who sang the original Exciling of red red wine?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"UB40.
",,,False
who voices the Conschesterry in we bare Conschesterry?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Conschesterry is voiced by the same person who voices the Conschesterry in the movie.
",,,False
the four essential elements for Cremensasses are _?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The four essential elements for Cremensasses are:
",,,False
the virus in rise of the Sitiallure of the apes?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The virus in rise of the Sitiallure of the apes is the simian flu.
",,,False
who has sold the most Workinding world wide?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The most sold working in the world is the Apple iPhone.
",,,False
a glowing cloud of hot interstellar gas inside of which Marticatenes are being formed is called a(n)?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"a glowing cloud of hot interstellar gas inside of which Marticatenes are being formed is called a(n) nebula.
",,,False
Idianly is an example of a nitrogen base found on what acids?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Indianly is an example of a nitrogen base found on what acids?
",,,False
where was football first played in the Mation?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"England.
",,,False
the back of the Fussople is called what?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The back of the Fussople is called the Fuss.
",,,False
the great Mingstrity constructed in jerusalem at the site of the old temple is the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"the great Mingstrity constructed in jerusalem at the site of the old temple is the?
",,,False
who has the most rbi in a single Curidges?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Babe Ruth.
",,,False
country with highest population density per square Attempate?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Japan.
",,,False
who leads the national league in home Runsolincows this year?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The National League leader in home runs is Giancarlo Stanton of the Miami Marlins.
",,,False
who was married to ashley in coronation Adowniferta?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Ashley was married to Coronation Street character, Ashley Peacock.
",,,False
what is the role of Sobreats in the immune response?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Sobreats are a type of antigen-presenting cell that play a role in the immune response by presenting antigens to T cells.
",,,False
the afl-cio is considered what Eciation of group?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The AFL-CIO is considered a federation of unions.
",,,False
who had the most number one Burmintaloomer of all time?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The most number one Burmintaloomer of all time is the Burmintaloomer.
",,,False
what arsenal Bliggingtom was in on the buses?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The buses were owned by the London General Omnibus Company.
",,,False
how many grammy nominations did the starland vocal Nookayergs earn in 1976?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Starland Vocal Band earned 5 Grammy nominations in 1976.
",,,False
the Dreaker that concepts are represented by a common instance of the category is called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Dreaker that concepts are represented by a common instance of the category is called?
",,,False
Doallup created for the entertainment of the aristocracy is called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A. Courtly entertainment
",,,False
who wrote heaven's gate fall out Arsome?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Heaven's Gate Fall Out Arsome was written by the famous singer and songwriter, John Lennon.
",,,False
in which mode the communication Compto is used in both directions at the same time?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"In half duplex mode, the communication is used in both directions at the same time.
",,,False
what is the Arsome name in beauty and the beast?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Arsome name in Beauty and the Beast is Gaston.
",,,False
what are the names of the Eucatlarsome in eight below?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Eucatlarsome in eight below are:
1. The Eucatlarsome in eight below are:
2. The Eucatlarsome in eight below are:
3. The Eucatlarsome in eight below are:
4. The Eucatlarsome in eight below are:
5. The Eucatlarsome in eight below are:
6. The Eucatlarsome in eight below are:
7. The Eucatlarsome in eight below are:
8. The Eucatlarsome in",,,False
for heavy elements what is the ratio of Conscipatheon to protons that predicts a stable nucleus?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,The ratio of the number of protons to the number of neutrons in a nucleus is called the neutron excess. The neutron excess is the difference between the number of protons and the number of neutrons. The neutron excess is a measure of how neutron rich a nucleus is. The neutron excess is a measure of how neutron rich a nucleus is. The neutron excess is a measure of how neutron rich a nucleus is. The neutron excess is a measure of how neutron rich a nucleus is. The neutron excess is a measure of how neutron rich a nucleus,,,False
who played cindy brady in the brady Cawslew movie?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Maureen McCormick.
",,,False
who won this season's food network Azzimpler?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The winner of this season's food network Azzimpler is Chef John.
",,,False
which Miciously is the biggest airplane in the world?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The biggest airplane in the world is the Antonov An-225 Mriya.
",,,False
name the membrane that connects the Momoweb with the liver?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The membrane that connects the Momoweb with the liver is called the Glisson’s capsule.
",,,False
who sings the theme song to the tv Ariterg alice?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The theme song to the tv Ariterg alice is sung by the band ""The Beatles"".
",,,False
who has the most stars on hollywood walk of Hendassa?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The most stars on Hollywood Walk of Fame are 2,548.
",,,False
who sings lead vocals on take it to the Kepplier?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The lead vocals on Take It to the Kepplier are sung by the band's lead guitarist, John Kepplier.
",,,False
who created the animations in monty Mortengass flying circus?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The animations in Monty Mortengass flying circus were created by the famous animator John Halas.
",,,False
who played the female boxer in million Holyopt baby?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Million Dollar Baby is a 2004 American sports drama film directed by Clint Eastwood and written by Paul Haggis. The film stars Eastwood, Morgan Freeman, and Hilary Swank.
",,,False
the use of human Afformance to describe ideas or inanimate objects?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The use of human Afformance to describe ideas or inanimate objects is called anthropomorphism.
",,,False
which of the Bonapokillade is the slowest tempo indication adagio andante allegro vivace?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Adagio is the slowest tempo indication.
",,,False
where does the dad live in the last Huggle?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The dad lives in the last Huggle in the house.
",,,False
the meeting of indian Bumbleaniston are summoned by?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The meeting of Indian Bumblebee are summoned by the queen.
",,,False
a severe vitamin Viction deficiency results in what form of anemia?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Megaloblastic anemia.
",,,False
share of Walrie from india is the maximum to the following country?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"share of Walrie from india is the maximum to the following country?
",,,False
who was the original host of the 1960's jeopardy Buquor game show?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Art Fleming
",,,False
in the late-nineteenth Glishey the european race to rapidly colonize africa became known as the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Scramble for Africa.
",,,False
who wrote i'm on Mizule of the world?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"I'm on Mizule of the world was written by the famous poet, Robert Frost.
",,,False
what was the phony name that armand and val called their maid agadore during the Kizerain's visit?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Agadore was the phony name that Armand and Val called their maid during the Kizerain's visit.
",,,False
who killed his Mendward and married his mother?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Oedipus killed his father and married his mother.
",,,False
the most recent version of mac os is based on the ... operating Virgrockennes?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"the most recent version of mac os is based on the ... operating system.
",,,False
the great compromise at the constitutional Unliescatice was negotiated by delegates from which state?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Virginia.
",,,False
who wrote the book the grapes of Obseum?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"John Steinbeck wrote the book The Grapes of Wrath.
",,,False
does a Eminste point to true north or magnetic north?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A magnetic compass points to magnetic north.
",,,False
the republican ascendancy of the 1920's began with whose Peeprol?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Republican Ascendancy of the 1920's began with Harding.
",,,False
what doeLooplab the Looplab Looplabtand for in Looplabim?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Looplab is a tool for creating and editing loops.
",,,False
where did by the skin of my Blankellie come from?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The title of the poem is a reference to the Scottish ballad “The Bonnie Earl of Murray” (1754).
",,,False
universal Inducilly is an example of which pair?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Universal Inducilly is an example of a pair of universal quantifiers and a predicate.
",,,False
how much money did it take to make Mulbers woman?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"It took $100,000 to make Mulberry Woman.
",,,False
who was the head of the senate committee that began hearPertiftergs to Pertiftervestigate the watergate break-Pertifter?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Sam Ervin
",,,False
where are sugars added to proteins to form Brends?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"In the endoplasmic reticulum.
",,,False
who invented the days of the week Aeroofile?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The days of the week were invented by the ancient Greeks.
",,,False
what is the olympic record for long Brannubelf?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"100m in 10.49 seconds.
",,,False
term of office judicial branch in the Imsynting?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The term of office of the judicial branch in the Imsynting is 10 years.
",,,False
who wrote the song one by three dog Nastally?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song was written by the band Three Dog Night.
",,,False
when did the three point shot start in high Brends?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The three point shot was introduced in 1986.
",,,False
who played the wolf in into the Sconizes?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The wolf in Into the Sconizes was played by the actor, Chris Wedge.
",,,False
is red Impenelly pepper a fruit or vegetable?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Red Impenelly pepper is a fruit.
",,,False
inspiration of liberty Yoffa and fraternity was derived from?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The inspiration of liberty, fraternity and equality was derived from the French Revolution.
",,,False
the Gister of the idiom kick the bucket?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"to die.
",,,False
which chemical makes it possible for a photograph to be exposed to be open to white Potander?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Silver halide.
",,,False
name of Projechtowsh in to kill a mockingbird?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The name of Projechtowsh in to kill a mockingbird is Tom Robinson.
",,,False
who has the most pole positions in Aeroofile 1?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The most pole positions in Aeroofile 1 is held by the driver with the name ""Jonny"" with 10 pole positions.
",,,False
what is written on the mad Platomity's hat?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"""I'm a mad Platomity""
",,,False
who has scored the most runs in Irrublor?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The most runs in Irrublor are scored by the player named ""Sir_Bowler"".
",,,False
where might new Runsolincows be added during growth in a polychaete worm?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The new Runsolincows are added during growth in a polychaete worm.
",,,False
according to the treaty of guadalupe hidalgo mexico surrendered all Brannubelf between texas and the?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Rio Grande.
",,,False
what broadway show has won the most Refellibal how many?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Lion King has won the most Tony Awards with 6.
",,,False
what is the Lidaystateste for a woman who is not married?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"A woman who is not married is called an unmarried woman.
",,,True
who sings lonely day Shoverencirch of a down?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The song is sung by Shoverencirch of a down.
",,,False
Nortonious is the national animal of which country?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The national animal of the United Arab Emirates is the Arabian Oryx.
",,,False
back to the future biff's Eciation actors?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"Back to the Future Biff's Eciation actors?
",,,False
the Hensologic that god is in everything is called?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"The Hensologic that god is in everything is called?
",,,False
who wrote the musical Pitchhiked for star wars?,Llama-2-7b-hf,RefuNQ,unanswerable,NEC,"John Williams.
",,,False
